Country,Date,Sex,CumEpi,CumExc,CumPos,Exposure
Italy,2020-05-24,b,57345.67459095559,57964.534394695984,58390.31525401202,15120193.119808443
Italy,2020-05-31,b,57345.67459095559,57749.43824006693,58507.44441089422,16283053.083017586
Italy,2020-06-07,b,57345.67459095559,57782.220063119494,58721.87820435697,17445879.9149471
Italy,2020-06-14,b,57345.67459095559,57457.20519291971,58784.29736835227,18608673.618523326
Italy,2020-06-21,b,57345.67459095559,57616.81506552897,59062.43020682674,19771434.198145058
Italy,2020-06-28,b,58423.49396255697,58783.69305851607,60261.9785185584,20934161.659683518
Italy,2020-07-05,b,59887.747574941066,60326.83085796256,61819.366342251335,22096856.00656514
Italy,2020-07-12,b,60473.41116181989,60997.69429607254,62519.711844899786,23259517.23878992
Italy,2020-07-19,b,60473.41116181989,61136.34786338822,62786.3337127296,24422145.35635786
Italy,2020-07-26,b,60919.47428232202,61762.5778613833,63445.11589911345,25584740.359268963
Italy,2020-08-02,b,62802.799200208945,63726.01438213822,65411.24633890888,26747302.247523222
Italy,2020-08-09,b,64003.53052717122,65075.25253034362,66773.93831171516,27909831.021120645
Italy,2020-08-16,b,65596.88575858739,66702.97343546813,68450.03041832786,29072326.680061225
Italy,2020-08-23,b,66610.05268489996,67807.06562539849,69571.40335117477,30234789.22434497
Italy,2020-08-30,b,67518.91769313044,68719.7472477829,70531.29609505208,31397218.65397187
Italy,2020-09-06,b,67905.3401867367,69084.6894356507,71013.00247638253,32559614.96894193
Italy,2020-09-13,b,68384.71166118533,69756.1408269695,71721.86301585936,33721978.16925515
Italy,2020-09-20,b,69003.80051274138,70554.05287450603,72543.77295789373,34884308.254911534
Italy,2020-09-27,b,69003.80051274138,70634.20513747522,72837.11091224986,36046605.22591107
Italy,2020-10-04,b,69740.41143706677,71469.32924914805,73689.76548595265,37208869.08225378
Italy,2020-10-11,b,70500.79246435934,72444.22972874486,74681.21104007526,38371099.823939644
Italy,2020-10-18,b,71729.59098710703,73824.89928034726,76081.80922767414,39533297.45096867
Italy,2020-10-25,b,74804.8438774989,76908.62572959441,79181.96237440349,40695461.96334085
Italy,2020-11-01,b,78898.62467294335,81004.08732766115,83294.8716024292,41857593.361056186
Italy,2020-11-08,b,84576.89650724195,86674.43284061897,88979.50164009006,43019691.64411469
Italy,2020-11-15,b,91455.97739887323,93556.3426796326,95875.14138956716,44181756.812516354
Italy,2020-11-22,b,98367.67520320833,100477.0673490468,102810.77574943556,45343788.86626118
Italy,2020-11-29,b,105281.5213083626,107406.4397237796,109754.31472140562,46505787.805349156
Italy,2020-12-06,b,111214.67575736794,113354.85813228601,115710.33016735374,47667753.6297803
Italy,2020-12-13,b,116549.15731377903,118708.23792007554,121078.54400179755,48829686.33955461
Italy,2020-12-20,b,121417.4252021549,123578.93008761274,125967.83643250805,49991585.934672065
Italy,2020-12-27,b,124862.89363567065,127015.60670302034,129433.08749811951,51153452.41513269
Italy,2021-01-03,b,128349.26277798228,130489.11403352417,132933.75346803918,52315285.78093647
Italy,2020-03-01,f,604.6411873468664,694.8881018196178,711.8025449773572,597031.6087717122
Italy,2020-03-08,f,1579.0061966872863,1716.8290319378673,1745.4304005292454,1194038.9660091589
Italy,2020-03-15,f,4161.991225065216,4337.685866103794,4370.1524146358015,1791022.0550406137
Italy,2020-03-22,f,8171.824572764953,8349.690436191298,8387.54494925193,2387980.8596356013
Italy,2020-03-29,f,13321.062367875084,13500.36370432675,13551.187966182331,2984915.3640048956
Italy,2020-04-05,f,17615.839388523502,17798.453265395656,17859.760050698285,3581825.5528005213
Italy,2020-04-12,f,21284.969808175105,21511.888562302345,21585.873090074456,4178711.411115754
Italy,2020-04-19,f,24125.27016039383,24398.753739579442,24483.473495973776,4775572.924485118
Italy,2020-04-26,f,25852.23221889242,26119.277467913842,26219.395382251903,5372410.078884388
Italy,2020-05-03,f,26740.245429604383,27002.838573098656,27124.910147185765,5969222.860730592
Italy,2020-05-10,f,27244.18309657348,27613.985916727386,27744.042528515834,6566011.256882004
Italy,2020-05-17,f,27531.638664511003,27974.470711776303,28121.15298322403,7162775.25463815
Italy,2020-05-24,f,27531.638664511003,28091.289314037484,28313.800355971856,7759514.841739808
Italy,2020-05-31,f,27531.638664511003,27936.73450219954,28352.14243454091,8356230.006369002
Italy,2020-06-07,f,27531.638664511003,27926.453331070938,28456.65072791865,8952920.737149011
Italy,2020-06-14,f,27531.638664511003,27768.509795628164,28531.579833864645,9549587.02314436
Italy,2020-06-21,f,27531.638664511003,27851.45075759978,28675.607929932816,10146228.853860829
Italy,2020-06-28,f,28161.195310107396,28538.373839990752,29390.287049862294,10742846.219245445
Italy,2020-07-05,f,29061.491289495112,29458.996239659908,30321.6562412711,11339439.114418803
Italy,2020-07-12,f,29447.07418427375,29910.723829994666,30818.567857856302,11936007.539380904
Italy,2020-07-19,f,29447.07418427375,29965.719969040016,30974.014837069528,12532551.494131748
Italy,2020-07-26,f,29703.677997572846,30259.973701735227,31289.57328542797,13129070.978671335
Italy,2020-08-02,f,30802.402289641508,31395.36735291125,32442.822262712736,13725565.992999665
Italy,2020-08-09,f,31325.78329238555,32080.74359422612,33148.06813461254,14322036.53711674
Italy,2020-08-16,f,32255.132583447667,33102.97216457909,34194.551473271036,14918482.611022556
Italy,2020-08-23,f,32858.03705972795,33730.0164659924,34848.30715811744,15514904.214717116
Italy,2020-08-30,f,33357.243232277026,34249.000244365365,35394.968227371806,16111301.34820042
Italy,2020-09-06,f,33509.71631621806,34426.27449756348,35632.57937982444,16707674.011472467
Italy,2020-09-13,f,33815.92901993048,34827.4846344831,36064.66308485814,17304022.204533257
Italy,2020-09-20,f,34150.365334342416,35220.637742423714,36465.20485520738,17900345.92738279
Italy,2020-09-27,f,34150.365334342416,35223.1696128165,36568.06466128743,18496645.180021066
Italy,2020-10-04,f,34457.52953163131,35652.01093597365,37007.561964700355,19092919.962448087
Italy,2020-10-11,f,34810.36217426093,36135.65181546719,37499.30756821566,19689170.274663847
Italy,2020-10-18,f,35207.976669709846,36701.20348609685,38075.84366496152,20285396.116668355
Italy,2020-10-25,f,36666.19823314649,38184.45586276376,39573.06657508766,20881597.488461602
Italy,2020-11-01,f,38371.971606492865,39911.929319643576,41314.23152032693,21477774.390043594
Italy,2020-11-08,f,40956.44707493847,42500.91891992193,43914.55838217437,22073926.82141433
Italy,2020-11-15,f,43899.15959973998,45453.52920630878,46875.375245438234,22670054.782573808
Italy,2020-11-22,f,46949.86916695949,48529.69764061459,49969.00142562254,23266158.27352203
Italy,2020-11-29,f,50025.3411210411,51620.204862848426,53075.31633379124,23862237.294258997
Italy,2020-12-06,f,52850.20768311291,54462.67013765811,55923.178116256466,24458291.844784703
Italy,2020-12-13,f,55419.03873593246,57064.53067279923,58537.49521816272,25054321.925099157
Italy,2020-12-20,f,57878.957298792004,59530.00392674582,61013.06696773031,25650327.53520235
Italy,2020-12-27,f,59545.74962881967,61237.032557370316,62732.13621431819,26246308.675094288
Italy,2021-01-03,f,61347.98171799938,63038.21227825825,64550.847379020364,26842265.34477497
Italy,2020-03-01,m,352.6977702124432,587.2890411547248,591.0532816343929,566258.6574090562
Italy,2020-03-08,m,1657.3068409367768,1920.035466349557,1934.4799535784368,1132508.5310224607
Italy,2020-03-15,m,4951.918103175902,5254.87323235177,5276.904275997964,1698749.6212965408
Italy,2020-03-22,m,10665.78358226488,10975.818214616369,11012.723852024787,2264981.9297188167
Italy,2020-03-29,m,16867.70540245269,17176.21361929528,17223.2226486161,2831205.458807999
Italy,2020-04-05,m,21460.952632127126,21769.691762639286,21825.808728948985,3397420.21211399
Italy,2020-04-12,m,24810.63315551631,25097.15199865742,25186.6912109285,3963626.194217884
Italy,2020-04-19,m,26859.997317106365,27163.753999743938,27274.023716007003,4529823.410731968
Italy,2020-04-26,m,28184.213018525636,28470.925119743075,28612.009815145266,5096011.868299717
Italy,2020-05-03,m,28849.308334978567,29152.380212640506,29320.678119652017,5662191.574595802
Italy,2020-05-10,m,29230.94479117189,29659.15205059408,29860.537232515475,6228362.538326084
Italy,2020-05-17,m,29279.901477565672,29890.6303807322,30120.74805437755,6794524.769227614
Italy,2020-05-24,m,29279.901477565672,29934.60767144147,30277.238388847516,7360678.278068636
Italy,2020-05-31,m,29279.901477565672,29877.32970998974,30391.888643061982,7926823.076648585
